318,45,0
405,60,0
525,80,0
625,80,0
309,39,0
405,58,0
534,78,0
634,78,0
634,78,0
314,44,0
405,59,0
530,79,0
630,79,0
195,45,0
205,50,0
395,60,0
195,40,0
205,45,0
395,65,0
495,65,0
251,40,0
349,63,0
479,83,0
579,83,0
253,30,0
413,55,0
262,40,0
442,65,0
288,35,0
438,60,0
320,35,0
485,60,0
300,50,0
450,75,0
275,55,0
365,70,0
505,90,0
273,46,0
365,61,0
505,81,0
323,70,0
483,95,0
299,38,0
505,73,0
270,115,0
435,140,0
245,40,0
455,75,0
320,45,0
395,60,0
490,75,0
285,35,0
405,60,0
305,60,0
450,70,0
265,10,0
405,35,0
290,40,0
440,65,0
320,50,0
500,80,0
305,40,0
455,65,0
350,55,0
555,90,0
300,40,0
385,65,0
510,90,0
310,25,0
400,40,0
500,55,0
590,55,0
305,70,0
405,80,0
505,90,0
300,50,0
390,65,0
490,80,0
335,40,0
515,80,0
300,40,0
390,55,0
495,80,0
410,50,0
500,65,0
315,90,0
490,95,0
590,95,0
325,25,0
465,50,0
352,52,0
310,35,0
460,60,0
325,65,0
475,90,0
325,80,0
500,105,0
305,30,0
525,50,0
310,30,0
405,45,0
500,60,0
600,60,0
385,35,0
328,60,0
483,85,0
325,30,0
475,55,0
330,40,0
480,60,0
325,60,0
520,95,0
320,50,0
425,60,0
455,50,0
455,50,0
385,90,0
340,40,0
490,65,0
345,80,0
485,105,0
450,250,0
435,65,0
490,105,0
590,105,0
295,30,0
440,55,0
320,45,0
450,80,0
340,30,0
520,60,0
460,40,0
500,70,0
455,65,0
490,65,0
495,65,0
500,65,0
600,65,0
490,75,0
200,20,0
540,95,0
640,95,0
535,130,0
288,48,0
325,55,0
525,130,0
525,65,0
525,65,0
395,65,0
355,35,0
495,70,0
355,30,0
495,60,0
515,80,0
615,80,0
540,160,0
580,90,1
580,90,1
580,90,1
300,41,0
420,61,0
600,91,0
680,106,1
780,106,1
780,106,1
600,100,0
318,45,0
405,60,0
525,80,0
309,39,0
405,58,0
534,78,0
314,50,0
405,65,0
530,85,0
215,35,0
415,85,0
262,60,0
442,100,0
265,40,0
390,55,0
250,40,0
390,70,0
535,85,0
330,75,0
460,125,0
205,20,0
218,50,0
210,90,0
245,35,0
405,55,0
320,40,0
470,65,0
280,55,0
365,70,0
510,90,0
610,90,0
490,75,0
250,70,0
420,100,0
410,70,0
500,90,0
250,35,0
340,55,0
460,75,0
360,55,0
180,30,0
425,75,0
390,65,0
210,55,0
430,95,0
525,65,0
525,95,0
405,60,0
490,95,0
435,60,0
336,48,0
405,190,0
455,70,0
290,50,0
465,75,0
415,100,0
430,65,0
510,75,0
610,75,0
300,60,0
450,90,0
430,65,0
500,70,0
600,70,0
505,20,0
500,80,0
600,80,0
430,55,0
330,60,0
500,90,0
250,40,0
410,50,0
250,50,0
450,100,0
380,55,0
300,35,0
480,75,0
330,45,0
465,65,0
465,65,0
330,45,0
500,75,0
600,75,0
540,75,0
330,90,0
500,90,0
515,85,0
465,73,0
250,55,0
210,35,0
455,50,0
305,45,0
360,45,0
365,45,0
490,95,0
540,255,0
580,90,1
580,115,1
580,100,1
300,50,0
410,70,0
600,100,0
700,100,0
680,106,1
680,106,1
600,100,0
310,40,0
405,50,0
530,70,0
630,70,0
310,45,0
405,60,0
530,80,0
630,80,0
310,50,0
405,70,0
535,100,0
635,100,0
220,35,0
420,70,0
240,38,0
420,78,0
195,45,0
205,50,0
395,60,0
205,50,0
385,60,0
220,40,0
340,60,0
480,80,0
220,40,0
340,70,0
480,90,0
270,40,0
430,60,0
270,40,0
430,60,0
198,28,0
278,38,0
518,68,0
618,68,0
269,40,0
414,70,0
295,60,0
460,60,0
280,60,0
440,80,0
670,150,0
266,31,0
456,61,0
236,1,0
240,64,0
360,84,0
490,104,0
237,72,0
474,144,0
190,50,0
375,30,0
260,50,0
380,70,0
380,50,0
480,50,0
380,50,0
480,50,0
330,50,0
430,60,0
530,70,0
630,70,0
280,30,0
410,60,0
510,60,0
295,40,0
475,70,0
575,70,0
405,60,0
405,60,0
400,65,0
400,65,0
400,50,0
302,70,0
467,100,0
305,45,0
460,70,0
560,70,0
400,130,0
500,170,0
305,60,0
460,70,0
560,70,0
470,70,0
330,60,0
470,80,0
360,60,0
290,45,0
340,50,0
520,80,0
335,50,0
475,70,0
310,45,0
490,75,0
590,75,0
458,73,0
458,73,0
440,70,0
440,70,0
288,50,0
468,110,0
308,43,0
468,63,0
300,40,0
500,60,0
355,66,0
495,86,0
355,45,0
495,75,0
200,20,0
540,95,0
420,70,0
440,60,0
295,44,0
455,64,0
555,64,0
295,20,0
455,40,0
460,99,0
425,65,0
465,65,0
565,65,0
260,95,0
300,50,0
480,80,0
580,80,0
290,70,0
410,90,0
530,110,0
345,35,0
485,55,0
485,55,0
485,100,0
330,43,0
300,45,0
420,65,0
600,95,0
700,95,0
300,40,0
420,60,0
600,80,0
700,80,0
580,80,1
580,80,1
580,80,1
